,season,episode,speaker,text_bound
37,1,3,barney ," MacLaren's is bore, snore. Ted, tonight we're going to go out. We're going to meet some ladies. It's going to be legendary. Phone-five! (High-fives the phone) You didn't phone-five did you? I know when you don't phone-five, Ted. Come on, we always go to MacLaren's. MacLaren's is this much fun. What I'm offering is the chance to have this much fun. This hand gesture thing doesn't really work on the phone, does it? Get in the cab. Marshall you too. I understand. (To Ted) Get in the cab. Uhh... because he's getting laid. (Doing ""I see you"" hand motion) Ted, Ted, Ted. Right here. You keep going to the same bar, you're in a rut and I am a rut buster. I'm going to bust your rut (Smiles). Ted, what's the first syllable in rutting (trying to make it sound like ""routine"". Ted gives in and jumps in the cab) Peace out, suckers. (Cab speeds off.) First we got to pick someone up at the airport.  Estaban, doors! (Cab doors lock) Just this one little thing and the rest of the night is ours. I don't know. Maybe her? Or her.  Scenario. Couple of girls fly into town, looking for a fun weekend in NYC when they meet two handsome international business men just back from a lucrative trip to Japan. Sample dialogue, ""You have a wheelie bag? Wh... I have a wheelie bag!"" False. Sidebar, tuck in your shirt. You look sketchy. Trust me, it's going to be legendary. We're building an igloo in Central Park. It's gonna be legendary. Snow suit up! Ted, Ted, Ted. Right here! This is happening. Now you can either put your bags on the carousel now, or you can listen to me give you a really long speech convincing you to put the bags on the carousel. Your move. (Silence) Ted, since the dawn of time mankind has struggled... (Ted puts bags on carousel) Okay, carousel four is tapped out. Ready? Because I'm about to drop some knowledge. Cute girls are not from Buffalo. Time-out. Ten o'clock. You ready to rock this, Tedder? Ted, you klutzy, great guy, you! (Barney shoves Ted into two lady's cart and Ted trips backwards. To Women) Hey, Barney. (Adjusts tie) Philly? That's where we're headed! Yes, you will. (Girls leave. To Ted) Follow them, tickets on me. Hey, is that Marshall? (Takes Phone) Marshall, stop whatever you're doing, get in that hoopty-ass Vierro of yours and come meet us in Philly. It's going to be legendary. Yeah, yeah, yeah... I sent you some pictures on my phone, check it. (Pictures show Barney doing ""I see you"" hang gesture) Philly! (Hangs up. To Ted) Admit it, you're having fun. This much fun. Thirty-five thousand feet of fun! Let's go talk to those girls. Ted, you've been living your whole life in a seatbelt. It's time to unclick. (Unclicks)  Yeah, sorry, sorry.  No! No! The night is just started. Look, airport bar. Flight attendants! They'll get your tray table at its full upright position. Say what? (Goes for a high five) Don't say you're going to k*ll someone in front of airport security, not cool. (To security) Not cool. This is an outrage. We are international businessmen on an international business trip. I demand you release us immediately.  Those bags were your responsibility.  Please. (Silence) We are international businessmen. My colleague accidentally left the bags there now please let us go before we miss our international business meeting. Believe it or not, that duff bag thing worked. We are international businessmen... Dude, seriously, relax. Exactly! (To Ted) We have a lawyer? Relax, Ted. We didn't do anything wrong. And, B.T.W, we'd be out of here by now if you'd have tucked in your shirt. (Ted turns his head to face away from Barney)  We're going to Sascha's? Sascha. (Points to Security Woman) She's having friends over for drinks at her house. It's goanna be legen... wait for it...and I hope you're not lactose intolerant 'cuz the second half of that word is... dairy. Legendary!  Marshall, we're going to Sascha's!  Ted, Ted, Ted. (Does I'm watching you hand gesture) Yes, we are. So, uh... you're Sascha's friends, huh? Philly!  Philly!  Did you hear that, Ted? Dana works security at the Liberty Bell. Wow it must be really well cornered off over there. You ever go behind the rope and touch it? Ever, like, stick your head inside it? D'you ever lick it? Hmm... I bet nobody in history has ever licked the Liberty Bell! If someone were to pull that off I dare say it would be... what's the word? Legendary, Ted, LEGENDARY! Could have licked the Liberty Bell. Bong, bong... Ted, Ted... you're not even looking. Look, our forefathers died for the pursuit of happiness, okay. Not for the sit around and wait of happiness. Now if you want, you can go to the same bar, drink the same beer talk to the same people everyday, or you can lick the Liberty Bell! You can grab life by the crack and lick the crap out of it! Thanks, Leonard. Ted, you're missing out on a valuable life lesson! No, it has to be the two of us. Because, you're my best friend, alright? You don't have to tell me I'm yours. But the way I see it, we're a team. Without you, I'm just the dynamic uno. You know what, fine. If you wanna go home... then we'll go home. Good, (smiles) 'cuz we're here! (Hops out)"
38,1,3,carl ,"Compliments of that guy. Oh, for you it's six dollars."
39,1,3,cute girl," What?  (laughs) My, god. Did you guys really do that?"
40,1,3,dana ,"You know it.  I do okay. Only all the time. Yeah. Nope, I have never licked it."
41,1,3,daughter ,"You sure spend a lot of time in bars... So, that girl you were talking to... that was mom?"
42,1,3,derrick ,"Hey. Yeah, I'm gay. Just came over to let you know that you sat on a grape. (Lily peels squished grape off her dress) I'll get some Club Soda for that stain. (Leaves)  Hey, I got that Club Soda. Let's see that booty. (Lily bends over for him to clean the stain, Marshall walks in) It's okay, man... You don't say!"
43,1,3,fight attendant," (Walks by) Sir, seatbelt light's on."
44,1,3,laura ,"Oh, my god. (To Ted) Are you okay? It's fine, oh, you were a little shaky on your landing. I'd give you a 9.2. (Laughs) Laura. (Shaking hand) Look I'm really sorry that we have to hit and run but we've got a plane to catch. (Looks to friend, Tatiana) Philadelphia. You are? Well...uh...guess we'll see you on the plane. We're visiting our boyfriends.  Isn't that great.  Aren't they cute? They're both linebackers for the Eagles."
45,1,3,lily ," Let's go to MacLaren's. I'm so glad we finally get to hang out just the two of us! You sure you're okay giving up your Friday night to hang with an old almost-married lady? Unless it's the end of the night, then you get on anything. Really? Sweet. I guess that's one drawback to being engaged. I'm sure that's why he didn't...  Oh. Oh, hello! So I grew up in Park Slope.  Heyow. Oh, believe me I've been there. I have this line that I use when guys come (Guy#3 walks by) Check it out. You take this one, I'll save it for the next one.  You're going to Philly? Why...  Well it sounds like you're having a lot more fun than I am. I'm just talking to guys' backs while they hit on Robin.  Don't you bet I get that a lot?  Oh, of course, that's it the ring! I guess I'm not used to it yet.  I'm not going to take off my ring! Wouldn't you be jealous of guys swarming all over my beeswax?  Bye. Robin! Robin. (Waves her left hand ridiculously to show that she has no ring. Robin walks over) Hey, I'm over here.  No, this place is great (positions mouth in an inviting kiss position) What? My lips are always like this (drinks martini and drops it all over her blouse) Really. Yeah, yeah...booth (throws purse to Robin, spots a man. Robin leaves to booth. Man walks up to Robin.)  Hey. (Silence) I'm engaged, sorry. (Puts ring on) I took my ring off! It's very, very sweet of you to come over and talk to me, but I... just... Oh, damn it! (Takes ring off and places it in her pocket, upset) Just fending up the advances of that totally hot guy.  Oh, I know that guy is gay. Just Marshall and I have been together for nine years. I haven't been single since high school. I guess I wanted to throw this net back into the ocean and see how many fish I could catch. So far, one. One gay dolphin. (Smiles) You're right I know. Hey do you wanna get some coffee and have an actual conversation? Oh, thank you so much. Marshall, no. Marshall, he's gay! Hey!"
46,1,3,marshall ,"You guys talking to each other? Nobody's listening. Oh, I wish I could... I think Lily and I are just goi... Consistently.  Studyin' law. Making a responsible choice for my future... on a Friday Night. Bein' a lawyer had better be awesome. (on Phone. Singing) What's up, Ted?  Yeah.  That is awesome.  Man, I wish I could, guys, but...  I...I didn't ask.  Ouff, yeah... I bet she gets that a lot.  Not with a ring on your finger. I mean, you know, guys see the ring and it's like Cha-Chung! Marshall parking only.  Oh, it's totally the ring. If you took that ring off your finger, you'd have a ton o' guys crowding around your junk.  G-g-g-going to Philly!  But we're on an adventure!  Fine! (Hangs up)  Listen to me, you're both American citizens. Don't let them pull any patriot-act voodoo. You both retain the right to refuse to answer any questions without an attorney present so don't say anything until I get there, alright? Okay, goodbye (Hangs up. Sings) To Philly! The adventure continues! Destroy!  Man, I'm almost half way there!  Can't we just... just...  Legendary, that sounds awesome! (On Phone. Sighs) Fine. (Beep) Hold on I have another call. (Presses button) Hello.  Sorry, Buddy, two against one. (hangs up)  Robin! Uh... Where's Lily  Is she talking to some hot guy? Oh, you can tell me. It's totally cool. It was my idea! Hell, I told her she could take the ring off.  No! Don't interrupt it's awesome. So the rings really off, huh? (Realizing what he's done) It's awesome... Well just tell her I called and... tell her that... she's awesome. (Hangs up. Sings dryly) Really, really awesome. Our relationship is built on mutual trust. (Dryly) I can't breathe! Baby, please don't ever take that ring off again. No matter how awesome I say that it is. BACK OFF HOMBRE. I'm not that afraid to fight you. You wanna test this guy? Be my guest! Oh, thank god... I've never been in a fight before. (hugs him)"
47,1,3,mashall ," Oh yeah, you know me, I'm the jealous type. Any groom so much as look at you, I'm a sack him in the kisser, no seriously, you girls have a good time tonight. (hangs up)"
